atom a,atom b,lowest distortion,a,b,c,alpha,beta,gamma,vpa,mu_b,metal_or_insulator
Au,B,cubic,3.465,3.465,3.465,90.0,90.0,90.0,8.321,,metal
Au,Ba,orthorhombic,6.373,6.545,8.831,90.0,90.0,90.0,18.419,,metal
Au,Be,cubic,3.534,3.534,3.534,90.0,90.0,90.0,8.826,,metal
Au,Bi,cubic,4.186,4.186,4.186,90.0,90.0,90.0,14.673,,metal
Au,Ca,cubic,4.272,4.272,4.272,90.0,90.0,90.0,15.594000000000001,,metal
Au,Cd,cubic,4.115,4.115,4.115,90.0,90.0,90.0,13.937000000000001,,metal
Au,Ce,cubic,4.479,4.479,4.479,90.0,90.0,90.0,17.968,0.332,metal
Au,Co,cubic,3.756,3.756,3.756,90.0,90.0,90.0,10.6,-0.009,metal
Au,Cr,cubic,3.811,3.811,3.811,90.0,90.0,90.0,11.067,0.2,metal
Au,Cs,cubic,4.367,4.367,4.367,90.0,90.0,90.0,16.659000000000002,,metal
Au,Cu,cubic,3.762,3.762,3.762,90.0,90.0,90.0,10.652000000000001,,metal
Au,Dy,cubic,4.326,4.326,4.326,90.0,90.0,90.0,16.188,0.006,metal
Au,Er,cubic,4.3,4.3,4.3,90.0,90.0,90.0,15.905999999999999,-0.017,metal
Au,Eu,orthorhombic,5.922,6.083,8.103,90.0,90.0,90.0,14.594000000000001,0.0,metal
Au,Fe,cubic,3.809,3.809,3.809,90.0,90.0,90.0,11.049000000000001,0.6,metal
Au,Ga,cubic,3.843,3.843,3.843,90.0,90.0,90.0,11.354000000000001,,metal
Au,Gd,cubic,4.367,4.367,4.367,90.0,90.0,90.0,16.662,0.409,metal
Au,Ge,cubic,3.774,3.774,3.774,90.0,90.0,90.0,10.754000000000001,,metal
Au,Hf,cubic,4.091,4.091,4.091,90.0,90.0,90.0,13.693,-0.192,metal
Au,Hg,cubic,4.151,4.151,4.151,90.0,90.0,90.0,14.302999999999999,,metal
Au,Ho,cubic,4.316,4.316,4.316,90.0,90.0,90.0,16.076,0.403,metal
Au,In,cubic,4.132,4.132,4.132,90.0,90.0,90.0,14.106,,metal
Au,Ir,cubic,3.915,3.915,3.915,90.0,90.0,90.0,11.997,0.254,metal
Au,K,orthorhombic,6.188,6.317,9.684,90.0,90.0,90.0,18.928,,insulator
Au,La,cubic,4.405,4.405,4.405,90.0,90.0,90.0,17.096,-0.007,metal
Au,Li,cubic,3.629,3.629,3.629,90.0,90.0,90.0,9.561,,metal
Au,Lu,cubic,4.232,4.232,4.232,90.0,90.0,90.0,15.154000000000002,0.004,metal
Au,Mg,cubic,3.848,3.848,3.848,90.0,90.0,90.0,11.395999999999999,,metal
Au,Mn,cubic,3.815,3.815,3.815,90.0,90.0,90.0,11.102,0.399,metal
Au,Mo,rhombohedral,5.616,5.616,5.616,57.5,57.5,57.5,11.789000000000001,0.0,metal
Au,Na,cubic,3.995,3.995,3.995,90.0,90.0,90.0,12.753,,metal
Au,Nb,rhombohedral,5.718,5.718,5.718,57.2,57.2,57.2,12.368,0.0,insulator
Au,Nd,cubic,4.463,4.463,4.463,90.0,90.0,90.0,17.779,-0.083,metal
Au,Ni,cubic,3.764,3.764,3.764,90.0,90.0,90.0,10.664000000000001,0.677,metal
Au,Np,cubic,4.258,4.258,4.258,90.0,90.0,90.0,15.437999999999999,0.382,metal
Au,Os,cubic,3.892,3.892,3.892,90.0,90.0,90.0,11.787,0.0,metal
Au,Pa,rhombohedral,6.121,6.121,6.121,56.9,56.9,56.9,15.048,0.0,insulator
Au,Pb,cubic,4.253,4.253,4.253,90.0,90.0,90.0,15.385,,metal
Au,Pd,cubic,3.948,3.948,3.948,90.0,90.0,90.0,12.312000000000001,,metal
Au,Pm,cubic,4.428,4.428,4.428,90.0,90.0,90.0,17.364,-0.059,metal
Au,Pr,cubic,4.45,4.45,4.45,90.0,90.0,90.0,17.62,-0.004,metal
Au,Pt,cubic,3.975,3.975,3.975,90.0,90.0,90.0,12.562000000000001,0.345,metal
Au,Pu,cubic,4.272,4.272,4.272,90.0,90.0,90.0,15.591,0.588,metal
Au,Rb,cubic,4.314,4.314,4.314,90.0,90.0,90.0,16.055,,metal
Au,Re,cubic,3.902,3.902,3.902,90.0,90.0,90.0,11.88,0.001,metal
Au,Rh,cubic,3.916,3.916,3.916,90.0,90.0,90.0,12.01,0.443,metal
Au,Ru,orthorhombic,5.541,5.588,7.37,90.0,90.0,90.0,11.408,-0.014,metal
Au,Sb,rhombohedral,5.613,5.613,5.613,59.5,59.5,59.5,12.373,,metal
Au,Sc,cubic,4.057,4.057,4.057,90.0,90.0,90.0,13.350999999999999,0.0,metal
Au,Si,cubic,3.619,3.619,3.619,90.0,90.0,90.0,9.482000000000001,,metal
Au,Sm,cubic,4.415,4.415,4.415,90.0,90.0,90.0,17.212,-0.063,metal
Au,Sn,cubic,4.045,4.045,4.045,90.0,90.0,90.0,13.242,,metal
Au,Sr,orthorhombic,6.166,6.182,8.373,90.0,90.0,90.0,15.959000000000001,,metal
Au,Ta,rhombohedral,5.669,5.669,5.669,57.8,57.8,57.8,12.232999999999999,0.0,insulator
Au,Tb,cubic,4.356,4.356,4.356,90.0,90.0,90.0,16.532,0.006,metal
Au,Tc,orthorhombic,5.512,5.556,7.499,90.0,90.0,90.0,11.481,0.199,metal
Au,Te,orthorhombic,5.691,5.773,8.096,90.0,90.0,90.0,13.299000000000001,,metal
Au,Th,cubic,4.485,4.485,4.485,90.0,90.0,90.0,18.042,-0.13,metal
Au,Ti,orthorhombic,5.488,5.517,7.425,90.0,90.0,90.0,11.239,0.0,metal
Au,Tl,cubic,4.2,4.2,4.2,90.0,90.0,90.0,14.819,,metal
Au,Tm,cubic,4.274,4.274,4.274,90.0,90.0,90.0,15.613,0.398,metal
Au,U,orthorhombic,5.813,6.082,8.484,90.0,90.0,90.0,14.995999999999999,0.2,insulator
Au,V,orthorhombic,5.524,5.565,7.194,90.0,90.0,90.0,11.057,0.227,metal
Au,W,cubic,3.928,3.928,3.928,90.0,90.0,90.0,12.120999999999999,0.0,metal
Au,Y,cubic,4.373,4.373,4.373,90.0,90.0,90.0,16.727999999999998,0.401,metal
Au,Yb,cubic,4.161,4.161,4.161,90.0,90.0,90.0,14.409,,metal
Au,Zn,cubic,3.851,3.851,3.851,90.0,90.0,90.0,11.421,,metal
Au,Zr,cubic,4.151,4.151,4.151,90.0,90.0,90.0,14.302,-0.201,metal
B,Ac,cubic,4.488,4.488,4.488,90.0,90.0,90.0,18.084,0.0,metal
B,Ag,cubic,3.959,3.959,3.959,90.0,90.0,90.0,12.409,,metal
B,Al,cubic,3.61,3.61,3.61,90.0,90.0,90.0,9.41,,metal
B,As,cubic,3.658,3.658,3.658,90.0,90.0,90.0,9.791,,metal
B,Au,cubic,3.983,3.983,3.983,90.0,90.0,90.0,12.637,,metal
B,B,cubic,3.23,3.23,3.23,90.0,90.0,90.0,6.7410000000000005,,metal
B,Ba,cubic,4.528,4.528,4.528,90.0,90.0,90.0,18.570999999999998,,metal
B,Be,cubic,3.338,3.338,3.338,90.0,90.0,90.0,7.436,,metal
B,Bi,cubic,4.139,4.139,4.139,90.0,90.0,90.0,14.181,,metal
B,Ca,cubic,4.283,4.283,4.283,90.0,90.0,90.0,15.719000000000001,,metal
B,Cd,cubic,4.096,4.096,4.096,90.0,90.0,90.0,13.744000000000002,,metal
B,Ce,cubic,4.537,4.537,4.537,90.0,90.0,90.0,18.680999999999997,0.001,metal
B,Co,cubic,3.623,3.623,3.623,90.0,90.0,90.0,9.511000000000001,-0.538,metal
B,Cr,cubic,3.699,3.699,3.699,90.0,90.0,90.0,10.118,0.201,metal
B,Cs,cubic,4.336,4.336,4.336,90.0,90.0,90.0,16.308,,metal
B,Cu,cubic,3.638,3.638,3.638,90.0,90.0,90.0,9.627,,metal
B,Dy,cubic,4.322,4.322,4.322,90.0,90.0,90.0,16.144000000000002,-0.007,metal
B,Er,cubic,4.291,4.291,4.291,90.0,90.0,90.0,15.8,-0.006,metal
B,Eu,cubic,4.434,4.434,4.434,90.0,90.0,90.0,17.434,0.597,metal
B,Fe,cubic,3.685,3.685,3.685,90.0,90.0,90.0,10.011000000000001,0.719,metal
B,Ga,cubic,3.781,3.781,3.781,90.0,90.0,90.0,10.807,,metal
B,Gd,cubic,4.364,4.364,4.364,90.0,90.0,90.0,16.624000000000002,-0.009,metal
B,Ge,cubic,3.682,3.682,3.682,90.0,90.0,90.0,9.982000000000001,,metal
B,Hf,cubic,4.079,4.079,4.079,90.0,90.0,90.0,13.578,0.002,metal
B,Hg,cubic,4.119,4.119,4.119,90.0,90.0,90.0,13.972999999999999,,metal
B,Ho,cubic,4.3,4.3,4.3,90.0,90.0,90.0,15.905,0.001,metal
B,In,cubic,4.123,4.123,4.123,90.0,90.0,90.0,14.012,,metal
B,Ir,cubic,3.842,3.842,3.842,90.0,90.0,90.0,11.344000000000001,0.183,metal
B,K,cubic,4.396,4.396,4.396,90.0,90.0,90.0,16.993,,metal
B,La,cubic,4.352,4.352,4.352,90.0,90.0,90.0,16.488,0.001,metal
B,Li,cubic,3.442,3.442,3.442,90.0,90.0,90.0,8.156,,metal
B,Lu,cubic,4.229,4.229,4.229,90.0,90.0,90.0,15.132,0.001,metal
B,Mg,cubic,3.809,3.809,3.809,90.0,90.0,90.0,11.048,,metal
B,Mn,cubic,3.687,3.687,3.687,90.0,90.0,90.0,10.023,0.409,metal
B,Mo,cubic,3.874,3.874,3.874,90.0,90.0,90.0,11.628,0.001,metal
B,Na,cubic,4.017,4.017,4.017,90.0,90.0,90.0,12.965,,metal
B,Nb,cubic,3.968,3.968,3.968,90.0,90.0,90.0,12.499,-0.001,insulator
B,Nd,cubic,4.429,4.429,4.429,90.0,90.0,90.0,17.374000000000002,-0.001,metal
B,Ni,cubic,3.602,3.602,3.602,90.0,90.0,90.0,9.346,0.03,metal
B,Np,cubic,4.245,4.245,4.245,90.0,90.0,90.0,15.3,0.4,metal
B,Os,cubic,3.829,3.829,3.829,90.0,90.0,90.0,11.227,-0.002,metal
B,Pa,cubic,4.344,4.344,4.344,90.0,90.0,90.0,16.389,0.0,insulator
B,Pb,cubic,4.201,4.201,4.201,90.0,90.0,90.0,14.833,,metal
B,Pd,cubic,3.868,3.868,3.868,90.0,90.0,90.0,11.579,,metal
B,Pm,cubic,4.424,4.424,4.424,90.0,90.0,90.0,17.312,-0.008,metal
B,Pr,cubic,4.45,4.45,4.45,90.0,90.0,90.0,17.629,-0.407,metal
B,Pt,cubic,3.892,3.892,3.892,90.0,90.0,90.0,11.79,0.006,metal
B,Pu,cubic,4.261,4.261,4.261,90.0,90.0,90.0,15.467,0.6,metal
B,Rb,cubic,4.323,4.323,4.323,90.0,90.0,90.0,16.155,,metal
B,Re,cubic,3.844,3.844,3.844,90.0,90.0,90.0,11.364,0.0,metal
B,Rh,cubic,3.834,3.834,3.834,90.0,90.0,90.0,11.27,0.223,metal
B,Ru,cubic,3.817,3.817,3.817,90.0,90.0,90.0,11.119000000000002,0.014,metal
B,Sb,cubic,3.906,3.906,3.906,90.0,90.0,90.0,11.918,,metal
B,Sc,cubic,4.058,4.058,4.058,90.0,90.0,90.0,13.367,-0.001,metal
B,Si,cubic,3.47,3.47,3.47,90.0,90.0,90.0,8.357000000000001,,metal
B,Sm,cubic,4.436,4.436,4.436,90.0,90.0,90.0,17.464000000000002,-0.397,metal
B,Sn,cubic,4.031,4.031,4.031,90.0,90.0,90.0,13.100999999999999,,metal
B,Sr,cubic,4.488,4.488,4.488,90.0,90.0,90.0,18.084,,metal
B,Ta,cubic,3.945,3.945,3.945,90.0,90.0,90.0,12.282,0.0,insulator
B,Tb,cubic,4.343,4.343,4.343,90.0,90.0,90.0,16.383,-0.01,metal
B,Tc,cubic,3.83,3.83,3.83,90.0,90.0,90.0,11.232999999999999,-0.002,metal
B,Te,cubic,4.014,4.014,4.014,90.0,90.0,90.0,12.935,,metal
B,Th,cubic,4.468,4.468,4.468,90.0,90.0,90.0,17.835,-0.112,metal
B,Ti,cubic,3.844,3.844,3.844,90.0,90.0,90.0,11.362,-0.005,metal
B,Tl,cubic,4.191,4.191,4.191,90.0,90.0,90.0,14.724,,metal
B,Tm,cubic,4.264,4.264,4.264,90.0,90.0,90.0,15.502,0.002,metal
B,U,cubic,4.289,4.289,4.289,90.0,90.0,90.0,15.777999999999999,0.2,insulator
B,V,cubic,3.716,3.716,3.716,90.0,90.0,90.0,10.263,-0.001,metal
B,W,cubic,3.88,3.88,3.88,90.0,90.0,90.0,11.683,0.0,metal
B,Y,cubic,4.346,4.346,4.346,90.0,90.0,90.0,16.42,0.0,metal
B,Yb,cubic,4.182,4.182,4.182,90.0,90.0,90.0,14.632,,metal
B,Zn,cubic,3.752,3.752,3.752,90.0,90.0,90.0,10.567,,metal
B,Zr,cubic,4.141,4.141,4.141,90.0,90.0,90.0,14.199000000000002,0.001,metal
Ba,Ac,orthorhombic,6.449,6.603,9.198,90.0,90.0,90.0,19.583,0.2,metal
Ba,Ag,rhombohedral,5.838,5.838,5.838,61.0,61.0,61.0,14.380999999999998,,metal
Ba,Al,cubic,3.921,3.921,3.921,90.0,90.0,90.0,12.057,,metal
Ba,As,cubic,4.041,4.041,4.041,90.0,90.0,90.0,13.2,,metal
Ba,Au,orthorhombic,5.852,5.883,8.478,90.0,90.0,90.0,14.591,,metal
Ba,B,cubic,3.73,3.73,3.73,90.0,90.0,90.0,10.375,,metal
Ba,Ba,cubic,4.658,4.658,4.658,90.0,90.0,90.0,20.209,,metal
Ba,Be,cubic,3.829,3.829,3.829,90.0,90.0,90.0,11.231,,metal
Ba,Bi,rhombohedral,6.165,6.165,6.165,60.4,60.4,60.4,16.717,,metal
Ba,Ca,orthorhombic,6.124,6.367,8.705,90.0,90.0,90.0,16.973,,metal
Ba,Cd,orthorhombic,5.953,6.062,8.457,90.0,90.0,90.0,15.259,,metal
Ba,Ce,orthorhombic,6.355,6.496,9.066,90.0,90.0,90.0,18.712,0.2,metal
Ba,Co,orthorhombic,5.642,5.646,8.012,90.0,90.0,90.0,12.761,0.673,metal
Ba,Cr,orthorhombic,5.607,5.607,7.882,90.0,90.0,90.0,12.39,0.4,insulator
Ba,Cs,cubic,4.571,4.571,4.571,90.0,90.0,90.0,19.097,,metal
Ba,Cu,rhombohedral,5.615,5.615,5.615,59.9,59.9,59.9,12.5,,metal
Ba,Dy,orthorhombic,6.177,6.199,8.743,90.0,90.0,90.0,16.739,0.2,metal
Ba,Er,orthorhombic,6.145,6.159,8.689,90.0,90.0,90.0,16.442999999999998,0.2,metal
Ba,Eu,orthorhombic,6.296,6.422,8.729,90.0,90.0,90.0,17.647000000000002,0.4,metal
Ba,Fe,cubic,3.973,3.973,3.973,90.0,90.0,90.0,12.547,0.826,metal
Ba,Ga,cubic,4.023,4.023,4.023,90.0,90.0,90.0,13.026,,metal
Ba,Ge,rhombohedral,5.585,5.585,5.585,60.0,60.0,60.0,12.315999999999999,,metal
Ba,Hf,cubic,4.174,4.174,4.174,90.0,90.0,90.0,14.549000000000001,0.0,insulator
Ba,Hg,orthorhombic,6.004,6.09,8.543,90.0,90.0,90.0,15.617,,metal
Ba,Ho,orthorhombic,6.159,6.171,8.727,90.0,90.0,90.0,16.584,0.2,metal
Ba,In,cubic,4.24,4.24,4.24,90.0,90.0,90.0,15.248,,metal
Ba,Ir,orthorhombic,5.703,5.773,8.106,90.0,90.0,90.0,13.345,0.053,metal
Ba,K,cubic,4.449,4.449,4.449,90.0,90.0,90.0,17.616,,metal
Ba,La,orthorhombic,6.34,6.441,9.017,90.0,90.0,90.0,18.41,0.2,metal
Ba,Li,cubic,3.965,3.965,3.965,90.0,90.0,90.0,12.470999999999998,,metal
Ba,Lu,orthorhombic,6.085,6.087,8.613,90.0,90.0,90.0,15.95,0.2,metal
Ba,Mg,rhombohedral,5.755,5.755,5.755,60.0,60.0,60.0,13.482000000000001,,metal
Ba,Mn,orthorhombic,5.626,5.638,7.972,90.0,90.0,90.0,12.644,0.598,metal
Ba,Mo,cubic,4.056,4.056,4.056,90.0,90.0,90.0,13.347999999999999,0.0,metal
Ba,Na,cubic,4.228,4.228,4.228,90.0,90.0,90.0,15.119000000000002,,metal
Ba,Nb,cubic,4.125,4.125,4.125,90.0,90.0,90.0,14.034,0.0,metal
Ba,Nd,orthorhombic,6.3,6.404,8.959,90.0,90.0,90.0,18.073,0.2,metal
Ba,Ni,orthorhombic,5.625,5.659,7.979,90.0,90.0,90.0,12.698,-0.001,metal
Ba,Np,orthorhombic,6.233,6.273,8.849,90.0,90.0,90.0,17.299,0.6,insulator
Ba,Os,cubic,4.034,4.034,4.034,90.0,90.0,90.0,13.13,0.193,metal
Ba,Pa,orthorhombic,6.316,6.361,8.959,90.0,90.0,90.0,17.997,0.2,insulator
Ba,Pb,orthorhombic,6.088,6.12,8.633,90.0,90.0,90.0,16.081,,insulator
Ba,Pd,orthorhombic,5.733,5.793,8.219,90.0,90.0,90.0,13.648,,metal
Ba,Pm,orthorhombic,6.265,6.366,8.915,90.0,90.0,90.0,17.779,0.2,metal
Ba,Pr,orthorhombic,6.323,6.446,9.008,90.0,90.0,90.0,18.355999999999998,0.2,metal
Ba,Pt,orthorhombic,5.743,5.83,8.218,90.0,90.0,90.0,13.759,0.0,insulator
Ba,Pu,rhombohedral,6.197,6.197,6.197,60.5,60.5,60.5,17.022000000000002,0.8,insulator
Ba,Rb,cubic,4.473,4.473,4.473,90.0,90.0,90.0,17.9,,metal
Ba,Re,cubic,4.038,4.038,4.038,90.0,90.0,90.0,13.167,0.005,metal
Ba,Rh,orthorhombic,5.705,5.751,8.095,90.0,90.0,90.0,13.279000000000002,0.188,metal
Ba,Ru,cubic,4.036,4.036,4.036,90.0,90.0,90.0,13.15,0.389,metal
Ba,Sb,cubic,4.244,4.244,4.244,90.0,90.0,90.0,15.293,,metal
Ba,Sc,cubic,4.179,4.179,4.179,90.0,90.0,90.0,14.6,0.2,metal
Ba,Si,cubic,3.813,3.813,3.813,90.0,90.0,90.0,11.084000000000001,,insulator
Ba,Sm,orthorhombic,6.261,6.335,8.877,90.0,90.0,90.0,17.602999999999998,0.2,metal
Ba,Sn,cubic,4.154,4.154,4.154,90.0,90.0,90.0,14.338,,insulator
Ba,Sr,cubic,4.53,4.53,4.53,90.0,90.0,90.0,18.594,,metal
Ba,Ta,cubic,4.104,4.104,4.104,90.0,90.0,90.0,13.824000000000002,0.0,metal
Ba,Tb,orthorhombic,6.189,6.243,8.773,90.0,90.0,90.0,16.947,0.199,metal
Ba,Tc,rhombohedral,5.699,5.699,5.699,60.0,60.0,60.0,13.075999999999999,0.065,metal
Ba,Te,tetragonal,4.249,4.249,4.483,90.0,90.0,90.0,16.187,,insulator
Ba,Th,orthorhombic,6.369,6.443,9.045,90.0,90.0,90.0,18.557000000000002,0.0,insulator
Ba,Ti,tetragonal,3.987,3.987,4.099,90.0,90.0,90.0,13.029000000000002,0.0,insulator
Ba,Tl,orthorhombic,6.065,6.147,8.63,90.0,90.0,90.0,16.086,,metal
Ba,Tm,orthorhombic,6.128,6.128,8.65,90.0,90.0,90.0,16.243,0.199,metal
Ba,U,orthorhombic,6.256,6.32,8.893,90.0,90.0,90.0,17.58,0.4,insulator
Ba,V,orthorhombic,5.583,5.584,8.142,90.0,90.0,90.0,12.693,0.2,metal
Ba,W,cubic,4.059,4.059,4.059,90.0,90.0,90.0,13.372,0.0,metal
Ba,Y,orthorhombic,6.185,6.242,8.759,90.0,90.0,90.0,16.909000000000002,0.2,metal
Ba,Yb,rhombohedral,6.026,6.026,6.026,61.5,61.5,61.5,15.993,,metal
Ba,Zn,cubic,4.039,4.039,4.039,90.0,90.0,90.0,13.177,,metal
Ba,Zr,cubic,4.225,4.225,4.225,90.0,90.0,90.0,15.082,0.0,insulator
Be,Ac,rhombohedral,6.294,6.294,6.294,52.8,52.8,52.8,14.664000000000001,0.2,metal
Be,Ag,cubic,3.93,3.93,3.93,90.0,90.0,90.0,12.136,,metal
Be,Al,cubic,3.583,3.583,3.583,90.0,90.0,90.0,9.197000000000001,,metal
Be,As,cubic,3.711,3.711,3.711,90.0,90.0,90.0,10.221,,metal
Be,Au,cubic,3.967,3.967,3.967,90.0,90.0,90.0,12.482999999999999,,metal
Be,B,cubic,3.235,3.235,3.235,90.0,90.0,90.0,6.77,,metal
Be,Ba,cubic,4.531,4.531,4.531,90.0,90.0,90.0,18.605,,metal
Be,Be,cubic,3.343,3.343,3.343,90.0,90.0,90.0,7.47,,metal
Be,Bi,cubic,4.17,4.17,4.17,90.0,90.0,90.0,14.502,,metal
Be,Ca,orthorhombic,5.074,5.731,7.168,90.0,90.0,90.0,10.423,,insulator
Be,Cd,cubic,4.017,4.017,4.017,90.0,90.0,90.0,12.96,,metal
Be,Ce,rhombohedral,6.248,6.248,6.248,52.0,52.0,52.0,14.01,0.2,metal
Be,Co,cubic,3.594,3.594,3.594,90.0,90.0,90.0,9.283999999999999,0.465,metal
Be,Cr,cubic,3.689,3.689,3.689,90.0,90.0,90.0,10.041,0.399,metal
Be,Cs,cubic,4.376,4.376,4.376,90.0,90.0,90.0,16.756,,metal
Be,Cu,cubic,3.62,3.62,3.62,90.0,90.0,90.0,9.484,,metal
Be,Dy,cubic,4.243,4.243,4.243,90.0,90.0,90.0,15.280999999999999,0.206,metal
Be,Er,cubic,4.203,4.203,4.203,90.0,90.0,90.0,14.847000000000001,0.205,metal
Be,Eu,orthorhombic,5.065,5.911,7.173,90.0,90.0,90.0,10.738,0.0,insulator
Be,Fe,cubic,3.668,3.668,3.668,90.0,90.0,90.0,9.87,0.8,metal
Be,Ga,cubic,3.738,3.738,3.738,90.0,90.0,90.0,10.448,,metal
Be,Gd,orthorhombic,4.741,5.537,8.056,90.0,90.0,90.0,10.575,0.0,insulator
Be,Ge,cubic,3.641,3.641,3.641,90.0,90.0,90.0,9.656,,metal
Be,Hf,cubic,4.024,4.024,4.024,90.0,90.0,90.0,13.036,0.0,metal
Be,Hg,cubic,4.073,4.073,4.073,90.0,90.0,90.0,13.51,,metal
Be,Ho,cubic,4.222,4.222,4.222,90.0,90.0,90.0,15.049000000000001,0.206,metal
Be,In,cubic,4.04,4.04,4.04,90.0,90.0,90.0,13.187999999999999,,metal
Be,Ir,cubic,3.85,3.85,3.85,90.0,90.0,90.0,11.415,0.06,metal
Be,K,cubic,4.142,4.142,4.142,90.0,90.0,90.0,14.215,,metal
Be,La,orthorhombic,4.859,5.637,8.366,90.0,90.0,90.0,11.458,0.0,insulator
Be,Li,cubic,3.439,3.439,3.439,90.0,90.0,90.0,8.133,,metal
Be,Lu,cubic,4.15,4.15,4.15,90.0,90.0,90.0,14.290999999999999,0.203,metal
Be,Mg,cubic,3.751,3.751,3.751,90.0,90.0,90.0,10.552,,metal
Be,Mn,cubic,3.657,3.657,3.657,90.0,90.0,90.0,9.779,0.618,metal
Be,Mo,cubic,3.873,3.873,3.873,90.0,90.0,90.0,11.622,-0.006,metal
Be,Na,cubic,3.907,3.907,3.907,90.0,90.0,90.0,11.924000000000001,,metal
Be,Nb,cubic,3.965,3.965,3.965,90.0,90.0,90.0,12.464,-0.121,metal
Be,Nd,rhombohedral,5.968,5.968,5.968,54.6,54.6,54.6,13.129000000000001,0.2,metal
Be,Ni,cubic,3.594,3.594,3.594,90.0,90.0,90.0,9.283999999999999,0.007,metal
Be,Np,rhombohedral,5.995,5.995,5.995,51.9,51.9,51.9,12.345,0.6,metal
Be,Os,cubic,3.84,3.84,3.84,90.0,90.0,90.0,11.322000000000001,0.119,metal
Be,Pa,cubic,4.344,4.344,4.344,90.0,90.0,90.0,16.397000000000002,0.001,metal
Be,Pb,cubic,4.13,4.13,4.13,90.0,90.0,90.0,14.091,,metal
Be,Pd,cubic,3.856,3.856,3.856,90.0,90.0,90.0,11.465,,metal
Be,Pm,orthorhombic,4.75,5.662,8.144,90.0,90.0,90.0,10.952,0.0,insulator
Be,Pr,orthorhombic,4.795,5.754,8.187,90.0,90.0,90.0,11.293,0.0,metal
Be,Pt,cubic,3.891,3.891,3.891,90.0,90.0,90.0,11.782,0.063,metal
Be,Pu,cubic,4.279,4.279,4.279,90.0,90.0,90.0,15.673,0.69,metal
Be,Rb,cubic,4.209,4.209,4.209,90.0,90.0,90.0,14.917,,metal
Be,Re,cubic,3.851,3.851,3.851,90.0,90.0,90.0,11.423,0.006,metal
Be,Rh,cubic,3.832,3.832,3.832,90.0,90.0,90.0,11.255,0.246,metal
Be,Ru,cubic,3.828,3.828,3.828,90.0,90.0,90.0,11.219000000000001,0.393,metal
Be,Sb,cubic,3.947,3.947,3.947,90.0,90.0,90.0,12.302,,metal
Be,Sc,cubic,3.981,3.981,3.981,90.0,90.0,90.0,12.616,0.0,metal
Be,Si,cubic,3.446,3.446,3.446,90.0,90.0,90.0,8.185,,insulator
Be,Sm,cubic,4.362,4.362,4.362,90.0,90.0,90.0,16.605,0.213,metal
Be,Sn,cubic,3.968,3.968,3.968,90.0,90.0,90.0,12.497,,metal
Be,Sr,cubic,4.366,4.366,4.366,90.0,90.0,90.0,16.643,,metal
Be,Ta,cubic,3.942,3.942,3.942,90.0,90.0,90.0,12.253,-0.148,metal
Be,Tb,cubic,4.269,4.269,4.269,90.0,90.0,90.0,15.561,0.207,metal
Be,Tc,cubic,3.835,3.835,3.835,90.0,90.0,90.0,11.28,0.006,metal
Be,Te,cubic,4.048,4.048,4.048,90.0,90.0,90.0,13.261,,metal
Be,Th,cubic,4.501,4.501,4.501,90.0,90.0,90.0,18.234,-0.086,metal
Be,Ti,cubic,3.794,3.794,3.794,90.0,90.0,90.0,10.925,0.0,metal
Be,Tl,cubic,4.123,4.123,4.123,90.0,90.0,90.0,14.014000000000001,,metal
Be,Tm,cubic,4.181,4.181,4.181,90.0,90.0,90.0,14.620999999999999,0.204,metal
Be,U,cubic,4.289,4.289,4.289,90.0,90.0,90.0,15.782,0.026,metal
Be,V,cubic,3.706,3.706,3.706,90.0,90.0,90.0,10.176,0.0,metal
Be,W,cubic,3.882,3.882,3.882,90.0,90.0,90.0,11.697000000000001,-0.017,metal
Be,Y,cubic,4.265,4.265,4.265,90.0,90.0,90.0,15.512,0.207,metal
Be,Yb,orthorhombic,5.067,5.659,7.004,90.0,90.0,90.0,10.042,,insulator
Be,Zn,cubic,3.717,3.717,3.717,90.0,90.0,90.0,10.27,,metal
Be,Zr,cubic,4.086,4.086,4.086,90.0,90.0,90.0,13.64,0.0,metal
Bi,Ac,cubic,4.655,4.655,4.655,90.0,90.0,90.0,20.176,0.004,metal
Bi,Ag,orthorhombic,5.78,6.05,7.719,90.0,90.0,90.0,13.495,,insulator
Bi,Al,orthorhombic,5.335,5.391,7.569,90.0,90.0,90.0,10.885,,insulator
Bi,As,orthorhombic,5.546,6.004,8.081,90.0,90.0,90.0,13.453,,insulator
Bi,Au,cubic,4.129,4.129,4.129,90.0,90.0,90.0,14.074000000000002,,metal
Bi,B,cubic,3.556,3.556,3.556,90.0,90.0,90.0,8.995,,insulator
Bi,Ba,orthorhombic,6.365,6.474,9.489,90.0,90.0,90.0,19.55,,metal
Bi,Be,tetragonal,3.443,3.443,4.43,90.0,90.0,90.0,10.501,,metal
Bi,Bi,cubic,4.347,4.347,4.347,90.0,90.0,90.0,16.427,,metal
Bi,Cd,cubic,4.141,4.141,4.141,90.0,90.0,90.0,14.199000000000002,,metal
Bi,Ce,cubic,4.562,4.562,4.562,90.0,90.0,90.0,18.987000000000002,0.042,metal
Bi,Co,orthorhombic,5.349,5.666,7.671,90.0,90.0,90.0,11.625,0.0,insulator
Bi,Cr,orthorhombic,5.43,5.647,7.781,90.0,90.0,90.0,11.927999999999999,0.6,insulator
Bi,Cs,orthorhombic,5.406,6.019,13.142,90.0,90.0,90.0,21.381,,insulator
